comp_name,comp_type,comp_size,region,city,Salary,contract,exper,gender
شركة مجموعة الفارس التجارية (شركة شخص واحد),Private company,Great,Asir,ABHA...,4000,Full Time,0,both
شركة ابداعنا يختلف للخدمات التجارية (شركة شخص واحد),Private company,Medium class B,makkah,JEDDAH...,5500,Full Time,2,F
مجمع الهلال الفضي الطبي العام,Private company,Small class B,almintaqat alsharqia,ATH THUQB...,6000,Full Time,0,F
مجمع الهلال الفضي الطبي العام,Private company,Small class B,almintaqat alsharqia,ATH THUQB...,5000,Full Time,0,F
شركة الدور التنفيذية لخدمات الاعاشة,Private company,Small class B,Riyadh,AR RIYADH...,4000,Full Time,0,F
شركة ليفا الطبية (شركة شخص واحد),Private company,Small class A,Riyadh,AR RIYADH...,8000,Full Time,0,both
شركه الرشد التعليميه المحدوده,Private company,Medium class B,Riyadh,AR RIYADH...,4000,Full Time,0,M
شركه الرشد التعليميه المحدوده,Private company,Medium class B,Riyadh,AR RIYADH...,4000,Full Time,0,M
الشركة العربية السعودية لصناعة مواد التعبئة سابن,Private company,Medium class C,almintaqat alsharqia,AD DAMMAM...,5000,Full Time,0,both
مكتب سريع للخدمات العامة,Private company,Small class A,Al-Baha,AL AQIQ...,4000,Full Time,0,F
شركة مجموعة زيد الحسين واخوانة للمقاولات,Private company,Giant,Riyadh,AR RIYADH...,5500,Full Time,0,both
شركة الأطعمة الفاخرة المحدودة,Private company,Small class B,almintaqat alsharqia,AD DAMMAM...,4500,Full Time,0,both
شركة مركز خدمات الدانه الحديثه للولائم والحفلات,Private company,Small class B,almintaqat alsharqia,DHAHRAN...,4000,Full Time,0,F
شركة رتاج المسكن المحدودة (شركة شخص واحد),Private company,Small class B,Riyadh,AR RIYADH...,4000,Full Time,0,both
شركه العرض المتقن للخدمات التجارية شركة مساهمة سعودية مقفلة,Private company,Giant,almintaqat alsharqia,HAFAR AL ...,8500,Full Time,4,both
شركه العرض المتقن للخدمات التجارية شركة مساهمة سعودية مقفلة,Private company,Giant,almintaqat alsharqia,HAFAR AL ...,8500,Full Time,4,both
شركة التقنية الأساسية للتجارة,Private company,Small class B,Riyadh,AR RIYADH...,5500,Full Time,2,both
شركه العرض المتقن للخدمات التجارية شركة مساهمة سعودية مقفلة,Private company,Giant,almintaqat alsharqia,HAFAR AL ...,10000,Full Time,4,both
شركة سول المتقدمة المحدودة,Private company,Medium class C,Al-Baha,AL BAHA...,4500,Full Time,0,both
شركه العرض المتقن للخدمات التجارية شركة مساهمة سعودية مقفلة,Private company,Giant,almintaqat alsharqia,HAFAR AL ...,10000,Full Time,4,both
مقهى الفصل الخامس لتقديم المشروبات,Private company,Medium class A,Asir,TANUMAH...,4500,Full Time,0,M
مقهى الفصل الخامس لتقديم المشروبات,Private company,Medium class A,Al-Baha,AL BAHA...,4500,Full Time,0,M
شركه العرض المتقن للخدمات التجارية شركة مساهمة سعودية مقفلة,Private company,Giant,almintaqat alsharqia,HAFAR AL ...,10000,Full Time,4,both
شركه العرض المتقن للخدمات التجارية شركة مساهمة سعودية مقفلة,Private company,Giant,almintaqat alsharqia,HAFAR AL ...,7000,Full Time,0,both
شركة سول المتقدمة المحدودة,Private company,Medium class C,Al-Baha,AL BAHA...,4500,Full Time,0,both
مقهى الفصل الخامس لتقديم المشروبات,Private company,Medium class A,Al-Baha,AL BAHA...,4500,Full Time,0,both
شركه العرض المتقن للخدمات التجارية شركة مساهمة سعودية مقفلة,Private company,Giant,almintaqat alsharqia,HAFAR AL ...,9500,Full Time,4,both
شركه العرض المتقن للخدمات التجارية شركة مساهمة سعودية مقفلة,Private company,Giant,almintaqat alsharqia,HAFAR AL ...,9500,Full Time,4,both
شركه العرض المتقن للخدمات التجارية شركة مساهمة سعودية مقفلة,Private company,Giant,almintaqat alsharqia,HAFAR AL ...,10000,Full Time,4,both
شركة وسيف التجارية,Private company,Small class A,makkah,JEDDAH...,4500,Full Time,0,both
شركه العرض المتقن للخدمات التجارية شركة مساهمة سعودية مقفلة,Private company,Giant,almintaqat alsharqia,HAFAR AL ...,11000,Full Time,4,both
شركه العرض المتقن للخدمات التجارية شركة مساهمة سعودية مقفلة,Private company,Giant,almintaqat alsharqia,HAFAR AL ...,11000,Full Time,7,both
شركة الأطعمة الفاخرة المحدودة,Private company,Small class B,almintaqat alsharqia,AD DAMMAM...,4500,Full Time,0,both
مجمع أطباء العناية الطبي شركة شخص واحد,Private company,Small class B,makkah,MAKKAH AL...,6000,Full Time,0,F
مؤسسة احسان محمد محمدصالح ريس لتقنية المعلومات,Private company,Small class A,makkah,JEDDAH...,4000,Full Time,2,M
شركة آشي وبشناق للمقاولات شركة مساهمة مقفلة,Private company,Great,makkah,JEDDAH...,4000,Full Time,2,M
مؤسسه مياسم الزهور فرع مؤسسه الشاره الخضراء التجاريه,Private company,Small class B,makkah,JEDDAH...,4750,Full Time,0,both
مدرسة جده العالميه لتعليم المنهج الامريكي فرع شركة الفراس ال,Private company,Medium class B,makkah,JEDDAH...,5500,Full Time,2,both
مدرسة جده العالميه لتعليم المنهج الامريكي فرع شركة الفراس ال,Private company,Medium class B,makkah,JEDDAH...,5500,Full Time,2,both
مدرسة جده العالميه لتعليم المنهج الامريكي فرع شركة الفراس ال,Private company,Medium class B,makkah,JEDDAH...,7000,Full Time,2,both
مؤسسة جبل تهوي لتقديم الوجبات,Private company,Small class B,makkah,JEDDAH...,5000,Full Time,4,both
مجمع أطباء العناية الطبي شركة شخص واحد,Private company,Small class B,makkah,MAKKAH AL...,5000,Full Time,0,F
شقق دار خيال للوحدات السكنية,Private company,Small class A,makkah,AT TAIF...,4000,Full Time,0,F
مؤسسة معاذ مشهور محمد القحطاني للذهب والمجوهرات,Private company,Small class B,makkah,GHITHAH...,8000,Full Time,0,M
شركة التشغيل المتقدم للإستثمار (شركة شخص واحد),Private company,Small class A,makkah,GHITHAH...,4500,Full Time,0,both
مطعم موائد الشرق لتقديم الوجبات,Private company,Small class B,Najran,NAJRAN...,4000,Full Time,0,M
شركة واصل لنقل الطرود شركة شخص واحد,Private company,Small class B,makkah,JEDDAH...,5000,Full Time,2,F
شركة واصل لنقل الطرود شركة شخص واحد,Private company,Small class B,makkah,JEDDAH...,5000,Full Time,0,M
شركة المذاق الزاكي للتجارة,Private company,Medium class C,Najran,AN NAQ'A...,4000,Full Time,0,both
شركة توينا للماكولات البحرية,Private company,Small class A,makkah,JEDDAH...,4000,Full Time,0,both
مؤسسة عزيزه عبدالرحمن احمد الحربي للمقاولات,Private company,Small class B,makkah,JEDDAH...,4000,Full Time,0,both
مؤسسة بيبا لادوات ومواد السلامة,Private company,Medium class A,almintaqat alsharqia,AL KHUBAR...,5000,Full Time,4,both
شركة المذاق الاخضر المحدودة,Private company,Small class B,makkah,JEDDAH...,4000,Full Time,0,both
مركز قواة رازان الرياضي,Private company,Small class B,almintaqat alsharqia,AL HUFUF...,3500,Full Time,0,M
شركة حلول انجي المحدودة,Private company,Great,almintaqat alsharqia,AL KHUBAR...,4000,Full Time,0,both
مجمع أطباء العناية الطبي شركة شخص واحد,Private company,Small class B,makkah,MAKKAH AL...,4500,Full Time,0,F
مؤسسة وسام حسين محمد نشار للوجبات السريعة,Private company,Small class A,makkah,MAKKAH AL...,4000,Full Time,0,both
شركة إنجاز للتشغيل والصيانة المحدودة (شركة شخص واحد),Private company,Small class A,Riyadh,AR RIYADH...,4000,Full Time,0,both
شركة عاصمة الإسعاف للخدمات الطبية,Private company,Small class B,makkah,JEDDAH...,6500,Full Time,2,both
شركة إنجاز للتشغيل والصيانة المحدودة (شركة شخص واحد),Private company,Small class A,Riyadh,AR RIYADH...,4000,Full Time,0,both
شركة المضخات الحديثة المحدودة,Private company,Small class B,Riyadh,AR RIYADH...,5000,Full Time,0,M
مؤسسة رؤية المتقدمة للتجارة,Private company,Small class B,makkah,JEDDAH...,6000,Full Time,2,F
جمعية قدوة وطن الاجتماعية,Private company,Small class A,Riyadh,AR RIYADH...,6009,Full Time,4,F
شركة اتقان الأعمال المحدودة (شركة شخص واحد),Private company,Small class A,almintaqat alsharqia,ATH THUQB...,8000,Full Time,0,F
شركة هدية الأبنية للمقاولات,Private company,Small class A,makkah,MAKKAH AL...,4000,Full Time,2,F
عيادة سحابة البيطرية,Private company,Small class A,almintaqat alsharqia,AL HUFUF...,4400,Full Time,2,F
شركة الاصدقاء الاقوياء لخدمات النقل,Private company,Small class B,makkah,MAKKAH AL...,5000,Full Time,0,both
شركة الاصدقاء الاقوياء لخدمات النقل,Private company,Small class B,makkah,MAKKAH AL...,5000,Full Time,0,both
شركة الاصدقاء الاقوياء لخدمات النقل,Private company,Small class B,Riyadh,MAKKAH AL...,5000,Full Time,0,both
شركة الاصدقاء الاقوياء لخدمات النقل,Private company,Small class B,makkah,MAKKAH AL...,5000,Full Time,0,both
مؤسسة العربية الرائدة للمقاولات,Private company,Small class B,almintaqat alsharqia,AD DAMMAM...,8000,Full Time,2,both
شركة شوش لتقديم المشروبات,Private company,Small class A,Riyadh,AR RIYADH...,5000,Full Time,4,F
مصنع الشارد للحديد,Private company,Medium class B,Riyadh,AR RIYADH...,4000,Full Time,2,M
شركة خبراء المتحدة للاستشارات الهندسية,Private company,Small class A,Riyadh,AR RIYADH...,4000,Full Time,0,M
شركة خبراء المتحدة للاستشارات الهندسية,Private company,Small class A,Riyadh,AR RIYADH...,4000,Full Time,0,M
شركة خبراء المتحدة للاستشارات الهندسية,Private company,Small class A,Riyadh,AR RIYADH...,4000,Full Time,4,both
مجموعةالذيابي للمقاولات,Private company,Medium class C,Riyadh,AR RIYADH...,4000,Full Time,0,both
مجموعةالذيابي للمقاولات,Private company,Medium class C,Riyadh,AR RIYADH...,4000,Full Time,0,both
شركة التكامل التقني للخدمات الصناعية المحدودة,Private company,Medium class C,almintaqat alsharqia,AD DAMMAM...,4320,Full Time,0,M
الشركة السعودية للخدمات الارضية,Private company,Giant,makkah,JEDDAH...,4630,Full Time,0,both
فرع شركة التحالف الحديث لتموين الطائرات بالوقود المحدودة,Private company,Medium class B,almintaqat alsharqia,AD DAMMAM...,5225,Full Time,0,M
شركة هادي حمد آل همام للمقاولات,Private company,Great,almintaqat alsharqia,AL JUBAIL...,4500,Full Time,0,M
شركة هادي حمد آل همام للمقاولات,Private company,Great,almintaqat alsharqia,AS SAFFAN...,5066,Full Time,2,M
مؤسسة اركان الغذاء لتقديم الوجبات,Private company,Small class B,Riyadh,AR RIYADH...,4500,Full Time,0,both
شركة تقارير لتقنية المعلومات,Private company,Small class A,Riyadh,AR RIYADH...,4500,Full Time,0,both
مكتب نبيل محمد محمد القحطاني للمحاماة و الاستشارات القانونية,Private company,Small class A,almintaqat alsharqia,AL KHUBAR...,4000,Full Time,0,F
شركة سعيد بن سعد بن بخروش الغامدي للتجارة والمقاولات,Private company,Medium class B,Al-Baha,BAYDAH...,4500,Full Time,0,M
شركة سعيد بن سعد بن بخروش الغامدي للتجارة والمقاولات,Private company,Medium class B,Al-Baha,AL ATAWLA...,4500,Full Time,0,M
شركة سعيد بن سعد بن بخروش الغامدي للتجارة والمقاولات,Private company,Medium class B,Al-Baha,BAYDAH...,4500,Full Time,0,M
مؤسسة أبيات العطور للتجارة,Private company,Small class B,Hail,HAIL...,4000,Full Time,0,F
